Text,Support
RT @neiltyson: Earthquakes tsunamis tornadoes traditionally Acts of God on Insurance Forms. But as climate-change continues and coas,0
'Didn t you know what was going on?' I imagine my grandkids asking in a few years. https://t.co/dPGOiroeis via @HuffPost #Gen2Gen,0
RT @NaomiAKlein: This is the kind of holistic equity-based climate action that we need. One of my fav projects in the world: How postal w,1
RT @Channel4News: We have just 12 years to prevent a climate change 'catastrophe' the IPCC have warned. https://t.co/aUvGuM75zf,1
Shaming individuals for not doing enough for climate change when 100 corporations account for 71% of greenhouse gas emissions is kinda...fucked up my men,0
RT @JohnHKnox: The decision by the Netherlands court of appeals in #Urgenda immediately becomes the most important judicial decision yet on,1
Out of the Wreckage Clare Hymer talked to George Monbiot about climate change the media and his new book Out of the Wreckage: A New Politics for an Age of Crisis. @novaramedia https://t.co/KzDbJG9u0v,0
RT @ElissaSlotkin: One piece that stood out during Sunday's debate: @RepMikeBishop's denial of man-made climate change. I believe we need t,1
RT @wraithvenge: @jimsim2018 @grizzlemeister He's a super big time environmentalist big player in the global cooling/global warming/climat,1
RT @Boeufblogginon: How can anyone with the IQ above that of a gnat believe the Govt is doing enough on #climatechange when they are not,1
But remember everyone its all your fault and doing the recycling and paper straws at spoons is what we need. Not any kind of dramatic changes at these companies.,1
@elizabethforma @algore Thanks Senator Warren! Want to fix #climatechange? Would you also consider a bill to fight #overpopulation? Free #birthcontrol on demand free #abortion on demand lower taxes and quicker paths to permanent residency and #citizenship,1
RT @AnMailleach: Want to know why the Irish government didn't bother touching the carbon tax? This might help... https://t.co/MdEGwh6n7d,0
I want to see: Follow the hilarious antics triumphs and tragedies of a group of zany MPs as they progress through a unique parliamentary system. Facing the challenges of: Climate change SSM debate School funding formulas Barnaby on the sauce MP Canberra Jungle School? #auspol,0
@ScottMorrisonMP No PM. The issues I want you to address are climate change Nauru fair funding for schools and equity.,1
RT @PDRennert: the new normal my brother is an emergency relief expert at FEMA. He has been on the road forever - Virgin Islands > Puerto,1
RT @jambie61: #VoteBlueIfYouCareAbout: *Coverage for pre-existing conditions * Climate change. * Living on an inhabitable planet * Anyo,1
@NewYorkStateAG What a joke! America s fearless leader does not believe in climate change. He does believe in profiting off the people at whatever cost to the environment though.,1
We have until October 11 to speak out against #DougFord s anti-climate legislation in Ontario. The more people that take action the greater impact we will have. >> https://t.co/MUt94ESmOx #ActOnClimate,0
RT @ddyedlin: An important addition to the carbon pricing conversation in Canada: @globeandmail https://t.co/6CXiyyb03U,1
RT @MrDenmore: While I m admittedly left of centre all my Liberal-voting peers are appalled at Morrison s intransigence on climate change,1
Scenes from storm Michael are horrendous... hope people stay safe! #globalwarming,0
RT @WorldResources: Half a Degree and a World Apart: The Difference in #Climate Impacts Between 1.5 and 2 C of Warming https://t.co/v5XIio,1
RT @JennyKwanBC: With climate change impacts reaching dangerously new highs the time is now to live up to our commitments and take real ac,0
RT @RosettaDrone: Yeah more than 30% worth like they say... orgs like IPCC have to stop coddling people. Shit has to change and now. https,0
RT @salib0329: The sustainable production of shellfish on the N Wales coast has been a great success story. But it depends on export. #Glob,0
@GetSwaggr Recycled plastic bottle socks? WTF I m IN. Where do I order?? #Sockittome #AlphaOmegaEnergy #Innovators #SDG #ClimateChange #Ocean #Recycling hey losers at #UNDP #UNCC and #UNIDO #Worldbank #Wef #ADB all you LOSERS who NEVER fund #Innovation bu,1
RT @MSNBC: .@AriMelber breaks down a new U.N. report that says climate change will soon threaten millions of Americans despite President Tr,1
RT @BernieSanders: Climate change is the single greatest threat facing our planet. It s time for a political revolution that takes on the f,1
It s really just this simple,0
Don't be afraid to talk about the costs of dealing with climate change https://t.co/moRMehf5bL,1
RT @Glazgow: AMAZING #PrimaryRocks community I am organising a Children's Science Conference for #PSEC2019 and I'd like your help. The them,0
@piercepenniless Yep. We have to curb fossil fuel usage now - we need renewables we need to reorganise society so that we don't commute as much and work closer to home we need to make it much easier to take public transport than to drive and we need to gr,0
He wants to know who drew it. The UN report shows how dire the climate crisis has become. Trump still doesn t care. via @mic https://t.co/NTrIH9SzxG,1
@RepDavidTClark So you must believe in climate change and are willing to do something about it?,0
RT @dtdchange: Australia's Deputy PM Michael McCormack says coal policy will not change based on some sort of report - which he admits he,0
RT @mepc73: At the @IMOHQ's #MEPC73 summit starting on October 22nd the world will consider setting a cap on ship speeds. Slowing ships do,1
RT @WYeates: Michael Gove skips climate change summit day after UN report calls for urgent action to avoid global disaster https://t.co/DEE,1
RT @glazedhoenut: me because I wanted to wear a hoodie in fall but climate change is real https://t.co/0nSACvb4XO,1
also necessary: abolishing capitalism but in the mean time,0
RT @rpancost: Hello fellow climate change activists. Tips on how to constructively engage on action: Don't tell poor people to adopt your,0
@FoxNews @NHC_Atlantic @ShepNewsTeam You guys need the climate change is a hoax chyron - stay on message,0
RT @c_hill24: This reminds me of when the US military had to leave Laos and just littered their bombs everywhere so they didn't have to lug,0
RT @MKWilson_603: Salem voters we need legislators who recognize reality of climate change and are willing to address. Pls vote for @Bonni,1
This is so important,0
RT @tonyschwartz: Far and away the most important story of the day is the UN report from 90 scientists in 40 countries suggesting disastrou,1
RT @TheoHarrison9: Are all those who want to accept the data from eminent scientists re climate change going to accept the data from the,0
RT @HarleyRouda: Orange County Conservatives are Thinking Differently this election. They know climate change must be confronted and that,1
RT @patrickgaley: The world must slash its meat consumption by 90% in order to prevent runaway #climatechange and sustain the planet s abil,0
RT @ClimateWed: How can we help countries respond to shocks created by #climatechange? Join LIVE discussion on Oct.12 w/ global leader,0
Dogs dont know that climate change exists pls just let them be happy humans are a disease,1
#auspol #ClimateChange #ParisAgreement #IPCC #IPCCreport PM would be better advised if he asked the magic 8 ball? https://t.co/sa6fD7IbYp https://t.co/KhXCwr95td,0
RT @1sparkey: @EdwardJWHunter And so they should. This by- election the Fed Liberals need to understand they are out of step with communit,0
@tedcruz Other things you could fight for: climate change uniting US society repairing the damage to US alliances poverty and homelessness (TX is in the top 5),1
Huge reductions in meat-eating are essential to avoid dangerous #climatechange according to the most comprehensive analysis yet of the food system s impact on the environment: https://t.co/IvFSMv6Czs,0
RT @EJinAction: This is how we win on #climatechange & #EnvironmentalJustice By Increasing the #Diversity of funders who come from and ar,1
Guess what city is number six?! The https://t.co/E6URsG10Ic Climate Disruption Index - 25 U.S. Cities Most Affected by Climate Change https://t.co/dySlokuGi1,0
Atmospheric carbon passed 400ppm in Sept 2016 and is unlikely to go below that level within centuries or longer. We are already living not only through climate-change-induced crises but through the social economic and political causes and consequences. https://t.co/mUsf9oZW93,1
@dustinkensrue It's like if 87% of Greenpeace members suddenly came out as disbelieving climate change. https://t.co/1kMd4kaKMk,0
it doesn t matter if you believe in climate change if you still build pipelines allow corporations to pollute our air and water with impunity fund our military...,0
RT @brianschatz: Hey lets not pretend that voting for Democrats isn t the main thing. https://t.co/nq4XZZKLcZ,0
Things I learned this year: -Climate change doesn t exist -Cakes can be gay -Truth is subjective -It never happened unless you have proof,0
